,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
8654,Leangelo Kellom,Ugwo2QwAEZkiU1GwiLh4AaABAg,"For the record people, if you don't like reading you don't have to. The video is using reading books as a place holder. Technology wasn't created for bullshit. I learned so much shit through YouTube itself it's not even funny. Use the internet wisely. But I do still read lol sometimes.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,51,287,4.647058824,0,2,,,,,0.3875,0.85,positive
8655,L. B.,Ugzh-rdXyz1bxCO2PKt4AaABAg,I hate it when someone mentions famous rich people just to prove a point...﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,14,76,4.5,0,1,,,,,0.025,0.8833333333,positive
8656,paulish,UgxFzhe_QuaOsgCO3EF4AaABAg,i will be stronger wiser richer﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,6,32,4.5,0,0,,,,,0,0,neutral
8657,allunique,Ugx4pywNAl9R51cxg5J4AaABAg,wow wow tears in my eyes﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,6,25,3.333333333,0,0,,,,,0.1,1,positive
8658,عقا ل,UgxS1KgA6erGA3yCDk14AaABAg,الحياة بذاتها اختبار...أحسن ماقلت ❤﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,36,6.4,0,0,,,,❤,0,0,neutral
8659,Sangeeta Badgotri,UgwHZwB5sr3FIe0hGPp4AaABAg,Oh shitttttt aws man﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,21,4.5,0,0,,,,,0,0,neutral
8660,Erik Thunberg,UgyGkAaVk8F6tVftcxt4AaABAg,"Sorry but this video is stupid. Life is about having fun and of you love playing games or party with your friends, do that! Thats what you enjoy and doing what you enjoy is using ur time wisely!﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,38,195,4.157894737,0,0,,,,,0.07083333333,0.6333333333,positive
8661,Top 5,UgwYMP8qGhJkiQ_R6eJ4AaABAg,Subscribe me on my youtube channel﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,6,35,5,0,0,,,,,0,0,neutral
8662,KM_ Marcus,UgyDxm07CXSh2pYaV294AaABAg,"I hate reading but drawing , what can I do ? And I am asian I want western girl , how can it even possible to achieve ? Lol﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,29,124,3.310344828,0,4,,,,,-0.2,0.475,negative
8663,Frederick Wong,UgwwzJHl_ZTUIvCAmKd4AaABAg,So playing video games waste ur time? Funny to say ive learn more life lessons from them than people surrounding me﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,21,116,4.571428571,0,0,,,,,0.1833333333,0.5,positive
8664,Anna Demchenko,UgyrhYD4Dm-HGDzEFGd4AaABAg,Stop shouting at me dude!﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,26,4.4,0,0,,,,,0,0,neutral
8665,tim36 enate,Ugy1Fx2s2JsuSjZQAMh4AaABAg,The most common subject that each successful people who are mansion in the video is reading and that is a powerful subject cause without reading you won't understand how your going to read your way up to your standards and for me reading is a powerful subject because that is how these successful people became successful in life.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,58,331,4.724137931,0,0,,,,,0.255,0.685,positive
8666,Bilal,UgymGE1pFHc2Y5DrVWV4AaABAg,https://youtu.be/aP_Ij38V96g﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,1,29,29,0,0,,https://youtu.be/aP_Ij38V96g﻿,,,0,0,neutral
8667,vivek kansagara,UgxMVJ8FaBYPv7KlYzR4AaABAg,Best motivational video﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,3,24,7.333333333,0,0,,,,,1,0.3,positive
8668,mnce jackson,UgxitJQ8GkQ0PzwVdjd4AaABAg,This is a real motivation.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,27,4.6,0,0,,,,,0.2,0.3,positive
8669,TheAverageUser TheAverageUser,UgyJVF2FVScJIMG_g_F4AaABAg,What books do they read? And what books should I start reading?﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,12,64,4.416666667,0,1,,,,,0,0,neutral
8670,Patti Murrietta,UgyJVF2FVScJIMG_g_F4AaABAg.8X8SryNGrPr8XtxFQJfUxN,"Start with THE ""RICHEST MAN IN BABALON ""﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,8,41,4.25,0,5,,,,,0,0,neutral
8671,Jigar Prajapati,UgxWMvUawwthjEbMryJ4AaABAg,thanks Superb motivational video.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,34,7.75,0,0,,,,,0.6,0.6,positive
8672,Am ine,UgwEeBp-V8bL9__VMM94AaABAg,God created as to pray and be good people (islam)﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,10,50,4.1,0,0,,,,,0.7,0.6,positive
8673,PublicGamer..,UgxsnCmNuvPXgXeyzql4AaABAg,I start to crying when I watch this video....﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,46,4.222222222,0,2,,,,,-0.2,0.6,negative
8674,yashaswini m,Ugz-j2DmCHaAOakDWed4AaABAg,"After the video ends, I felt like... Why this ended so early, I was expecting some more time continued one. I suggest the lister to get connected with the earphones and listen to this. I felt it was effective﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,39,209,4.384615385,0,4,,,,,0.3,0.4,positive
8675,Awais Salman,UgwgnFu0itPqQn9uPa54AaABAg,most motivating video. this video brings chnge in my life thanks﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,11,65,5,0,0,,,,,0.5,0.5,positive
8676,Zshane Z,UgzJP13GK24-PZOmkzJ4AaABAg,I read 10 hours a day :(﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,7,25,2.714285714,1,1,,,,,-0.75,1,negative
8677,Sergi Ortiz,UgzaTwjOhdY3l36AOd14AaABAg,"Please stop screaming so much, it is annoying!!﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,8,48,5.125,0,0,,,,,0.2,0.2,positive
8678,Guddu. Jha,UgzNtyt_r4qn1JYSD8t4AaABAg,This just changed that way i think﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,7,35,4.142857143,0,0,,,,,0,0,neutral
8679,A 2 Z Info,UgybpFckjGYCfYjHuBd4AaABAg,letterperfect thoughts... really very nice...﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,46,8.4,0,0,,,,,0.2,0.3,positive
8680,TECH password,UgxXuzG3Fm48B9hIDxl4AaABAg,Nice video look this https://youtu.be/yZH6Xrx8uoE﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,50,9.2,0,0,,https://youtu.be/yZH6Xrx8uoE﻿,,,0.6,1,positive
8681,Sherin Riyaz,UgyYPCEgyK0i3fRfuSF4AaABAg,Ozm :one made me change!﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,25,4.2,0,0,,,,,0,0,neutral
8682,Anastasis,UgwqOAH-C15GyRW3uNh4AaABAg,You can't live your life with the anxiety if the moment which passed was pointless.﻿,1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,15,84,4.666666667,0,0,,,,,0.1363636364,0.5,positive
8683,It'sMe,UgyhZJ8tQx0l3UWa_9l4AaABAg,Can I correct this Video NOT BECAUSE YOUR A MILLIONER DOEST MEAN YOUR A SUCCESSFUL MAN thank you﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,18,97,4.444444444,0,12,,,,,0.21875,0.81875,positive
8684,It'sMe,UgyhZJ8tQx0l3UWa_9l4AaABAg.8X4pK-XR36R8X4ph7hHfR-,Did u see that people he mention are MILLIONERS﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,48,4.444444444,0,1,,,,,0,0,neutral
8685,Miftachul Hadi,UgwVTbR1MflUvKK08oR4AaABAg,What have I done all these years. Omfg﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,8,39,4,0,1,,,,,0,0,neutral
8686,acho 1803,Ugx-eoO_SJEupyv3uSR4AaABAg,Watch this video at regular time interval u will never allow urself to waste ur own time...thanx for the lightened video﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,21,121,4.80952381,0,0,,,,,0.1333333333,0.358974359,positive
8687,eldon ncube,UgwGaYwOB25bgRtQfJZ4AaABAg,"Who said success is only linked with books only,how about those greatest footballers Ronaldo,Messi,Neymar e.t.c and also fastest man ever Usain Bolt and the boxer Mayweather the counting continues.They are also successful.Can you define success from their view of point also not basing on books only and making everyone as if he/she is wasting time doing things they love.I will rather have little but doing things I love most of the time than having all that money and spending most of my time in things and hobbies I dont like for the sake of keeping the money⚽.Anyway am a diehard gamer🎮﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,101,591,4.861386139,0,2,,,,⚽🎮,0.3236111111,0.5666666667,positive
8688,Rootje,UgwiymBZTO6poai2SEF4AaABAg,Wowwww The question is: What is succes? It is never money. Bill Gates has a depression and no loved one to share his money with. ﻿,1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,26,130,4.038461538,0,0,,,,,-0.35,0.8,negative
8689,Lambert Magallon,UgjUEHPlqVqeSngCoAEC,Who ever made this video thank you for motivating me ﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,11,54,4,0,0,,,,,0,0,neutral
8690,Meera Subedi,UgxVKqUr9HSdh9ThSmB4AaABAg,If y'all sitting in yo room or wherever you are now and watching stupid video like this then how would you be successful instead of watching this get up and try to make it in reality﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,36,183,4.111111111,0,0,,,,,-0.025,0.975,negative
8691,tangoblaze,UgyvTj6nNa6iwyTzNpF4AaABAg,If you read this comment then you have already wasted over a minute of your time in the comments section.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,20,106,4.35,0,0,,,,,-0.2,0,negative
8692,RZ Naruto,UgzK4ehAdUWB4jaxDRV4AaABAg,Ooyea think about jack ma he hates books﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,8,41,4.25,0,0,,,,,0,0,neutral
8693,eldon ncube,UgzK4ehAdUWB4jaxDRV4AaABAg.8X36rF9rgpw8X4QGDReFoG,"Christiano Ronaldo,Neymar,Messi they are always playing and no time to read those much books lol﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,15,97,5.533333333,0,0,,,,,0.2,0.2,positive
8694,Gowtham Nonkhed,UgzjLMrbTJIPSa0qN8d4AaABAg,please create a video on how to achieve goal.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,46,4.222222222,0,0,,,,,0,0,neutral
8695,Yes Uploader,UgwCCI4PrtM2z3baMC94AaABAg,This video gives me more power to learn more!!! THANKS..﻿,1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,10,57,4.8,0,1,,,,,0.73828125,0.5,positive
8696,Merlyn Nanlabi,Ugzlhz1y8VHHOfkdP1F4AaABAg,Wow! Thank you for lifting me up.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,7,34,4,0,0,,,,,0.125,1,positive
8697,Mira Aria,UgzOeBfVTrxTobX_ZfJ4AaABAg,No Korean subtitles :(﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,23,5,0,0,,,,,-0.75,1,negative
8698,James Ulahannan,UgwlXTarStfYYTGym0B4AaABAg,One of my most liked video.Thanks to think about myself.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,10,57,4.8,0,0,,,,,0.55,0.65,positive
8699,Jose Montz,UgzM3kItofLxcfDufEl4AaABAg,"My god nice video, excuse me can you do subtitles in spanish pleasee, It would be great﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,17,88,4.235294118,0,0,,,,,0.1833333333,0.35,positive
8700,unknown mis,UgxA_c7mzJBy9TlefN94AaABAg,Wattpaders where r u?😂﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,23,5,0,0,,,,😂,0,0,neutral
8701,thomi dhia,UgyKgNNbYTawrn0gyJV4AaABAg,"What if when u are trying ""best version of yourself"" for chasing ur dream, u die, cuz an accident, and u use whole of ur time for studying, without think about ur afterlife? Is it the best meaning of success? How famous are u in this world, it's just temporary. Islam told me about use ur time to get heaven. If u study, study with an intention for manifesting to heaven. Many people are not famous in this world but famous among the angels. I agreed with some points in this video, but not all. :)﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,96,499,4.208333333,0,1,,,,,0.4722222222,0.6111111111,positive
8702,Skye,Ugw-qffNivVJ3giS6I14AaABAg,i wasted 15 seconds writing this comment﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,7,41,5,1,0,,,,,-0.2,0,negative
8703,RAGHAVA RAJU SIRIGIRI,UgykiGxae1YL5A5RLyx4AaABAg,I want second part for this﻿,1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,6,28,3.833333333,0,1,,,,,0,0,neutral
8704,Kaoutar,UgxvjqMw22gKPU-ELn54AaABAg,"It seems like this video was made for me. I must and will make my dream come true. I always thought of others, but now I have another version.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,29,143,3.965517241,0,3,,,,,0.35,0.65,positive
8705,Ri Skr,UgiP8CoSx5xQqXgCoAEC,"I read books but mostly fanfics,fantasy or some fictional books or maybe interesting books I want to read and learn from. I hate school books because it's boring af.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,29,166,4.75862069,0,3,,,,,-0.16,0.63,negative
8706,Forgotten Ziya,Ugw-AysLo99vK_qvO6Z4AaABAg,This is really very mindblowing and I loved it.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,48,4.444444444,0,1,,,,,0.45,0.55,positive
8707,Dushyant Shekhawat,Ugywqu98ARh99VMkR994AaABAg,"""wise than before"" well said, thanks.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,6,38,5.5,0,0,,,,,0.7,0.9,positive
8708,Marcel Meier,UgwUzODxV-MvmP-h0sZ4AaABAg,"This is easy to read ans understand. However you'll try it, which is very difficult.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,15,85,4.733333333,0,0,,,,,0.3166666667,0.5666666667,positive
8709,Genevib Golez-Kim,UgzH_I-o9sYZdm2GjCV4AaABAg,"-Truth really hurts, anyway!﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,4,29,6.5,0,0,,,,,0.2,0.2,positive
8710,Fei Suerte,Ugy3Ww4ejz5uSWp8KwR4AaABAg,This is so life changing!﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,26,4.4,0,0,,,,,0,0,neutral
8711,سنا 123,UgyftZVpPtHvxMqin094AaABAg,الي جا من معاذ لايك﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,20,3.2,0,0,,,,,0,0,neutral
8712,Aleks Ivanov,Ugx9AEQY9_vuwE0aPPR4AaABAg,"In all motivation videos, they are saying the same thing ""learn"" but never say what to learn or what you can learn. If I'm 22 years old and I don't know what I want to be I will never start learning because I don't know what I have to learn and I'll continue to work something that I don't want and I'll never be successful .﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,66,326,3.954545455,1,6,,,,,0.2833333333,0.425,positive
8713,Zinedin Smajic,UgzuK3VV34I26f6dwoZ4AaABAg,Love it ! New man on the road...﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,8,33,3.25,0,0,,,,,0.3806818182,0.5272727273,positive
8714,Dikens Kh,UgzrQNQFVC0rBwgFHmt4AaABAg,thank you for this video! it can help me to improve learning skills everyday tnx u so muccccch 👍best motivation video!!!! ﻿,1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,22,123,4.636363636,0,0,,,,👍,-0.48828125,0.6,negative
8715,Eva Cutts,UgyEJfE88MOqblrzdiF4AaABAg,Very good stuff but so aggressive﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,6,34,4.833333333,0,0,,,,,0.91,0.78,positive
8716,bruce nsingo,UgykAxLphdvnb8WTGJ54AaABAg,I do appreciate the motivation but I do believe there is more to life than being rich .. for me I want to put food on the table and be able to be with friends and relatives on my free time. that's what defines success for me﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,47,225,3.808510638,0,3,,,,,0.415,0.535,positive
8717,Esther Vlogs,Ugz8pEphbdxRPN8a4m14AaABAg,What happens when you ha this best talent me is to sing but my parents won't let me won't support me but people say I have thr voice help any advice what do I do﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,35,162,3.657142857,0,2,,,,,1,0.3,positive
8718,Esther Vlogs,UgyHeDQ4iwDcpTay6Wd4AaABAg,Watches this video Stands up goes to the pantry her original lays Go back to bed watches Netlix I am sorry that's what happens when you have no life😂﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,29,150,4.206896552,0,1,,,,😂,-0.04166666667,0.5833333333,negative
8719,Aiisha S,Ugy0-BfAxZPhfJvS0SF4AaABAg,Thank you for giving me another chance to believe in myself. And I know I CAN and I will fulfill my dreams someday﻿,1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,23,115,4.043478261,0,4,,,,,0,0,neutral
8720,Limrah Fathima Hussain,Ugx5AVQEECaXz6pY54R4AaABAg,Thank you so much :)﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,21,3.4,0,0,,,,,0.35,0.6,positive
8721,Hamza Ali,UgwKx6QMD5XCKHAF-xB4AaABAg,Thanks u change my mind﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,24,4,0,0,,,,,0.2,0.2,positive
8722,Barrack Ollama,UgzMU97HDYSlWd_l-rZ4AaABAg,Does it Work with Books about Adventures?﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,7,42,5.142857143,0,0,,,,,0,0,neutral
8723,Arti Bhatia,Ugz0LWqKGxc2plGra-R4AaABAg,Sur I got 100/97 by believing and reading books. Thank you very much..﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,13,71,4.538461538,0,1,,,,,0.2,0.3,positive
8724,Pyae Phyo Hein,UgzElBvpO6hTt0cLzL54AaABAg,"Hi Team Fearless, you have saved a person who have been swallowed into finacial ciris, depressions and struggles. Thanks :)﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,20,124,5.25,0,0,,,,,0.35,0.6,positive
8725,SWAPNIL GARG,UgzshsVbpSk89PYh8kF4AaABAg,Can you make a video about studying please﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,8,43,4.5,0,0,,,,,0,0,neutral
8726,David Garcia,UgzshsVbpSk89PYh8kF4AaABAg.8WngaTKhJAF8Y-8McLSnM4,"SWAPNIL GARG my told always told me this military quote: The more you sweat in peace, the less you will bleed in war. Think of sweating as the preparation (studying) you make for war (the test).﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,36,195,4.444444444,0,2,,,,,0.07777777778,0.2222222222,positive
8727,SWAPNIL GARG,UgzshsVbpSk89PYh8kF4AaABAg.8WngaTKhJAF8Y-8Uxxrro2,David Garcia thanks﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,3,20,6,0,0,,,,,0,0,neutral
8728,A Wa,UgwfNnZehyn_Jwf7yJt4AaABAg,well.. I dont have any dreams any more :/﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,42,3.777777778,0,1,,,,,0.5,0.5,positive
8729,Julian Herzog,UgzLP9XivzN96vZXRCF4AaABAg,"This sounds new to us, because our school system don't tell us how to be successful and the best version of ourselves.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,22,119,4.454545455,0,0,,,,,0.6287878788,0.5681818182,positive
8730,Renato Di Fiore,UgzLP9XivzN96vZXRCF4AaABAg.8WmMbfRH4EC8eIodCgtMoP,"Julian Herzog You're Right with your point. But Some Beings: Only Exist to Share The Awaken From The Very Soul of each Human BrotherHood. And I'm Proud 4 All Of You: Never Give Up. Sometimes cry loud it's good to heal lifetime wounds. Even if some of them are further painful. But only God and His Son Know's how to Regenerate All The AlMost Impossible Ones. Even livin' on these Ancient/Oldier System, Near more than Ever to be Changed Dying into A NewOne Better Borned At Absolutly LightNess.﻿",1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,88,495,4.636363636,1,1,,,,,0.1299319728,0.6525510204,positive
8731,Nico Krets,UgzLP9XivzN96vZXRCF4AaABAg.8WmMbfRH4EC8eozNaoD11k,Not the school is the problem. You are the problem ! You can change your whole life. Just ignore the school﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,21,108,4.19047619,0,0,,,,,0.2,0.4,positive
8732,Charles- Valentin Alkan,UgwH3wIkOJcRzTvkZT14AaABAg,NOW I AM GONNA BE SUCCESFUL!!!! But first I am going to watch some porn.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,15,73,3.933333333,0,7,,,,,0.25,0.3333333333,positive
8733,shabin thapa,Ugy4vGg0RSnsiB9CUv94AaABAg,This is a good motivation just the background music is childish.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,11,65,5,0,0,,,,,0.7,0.6,positive
8734,Åsne R. Dahl,Ugxa6RVLUBfJZdBj9nt4AaABAg,But I don't have a dream﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,6,25,3.333333333,0,1,,,,,0,0,neutral
8735,Shivam Kumar,UgweEVyhqEq01_UKtHZ4AaABAg,One of the best motivational video﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,6,35,5,0,0,,,,,1,0.3,positive
8736,Mily Begum,UgxAEdCUrA7po-q3rkJ4AaABAg,if I whatched this every day I won't be able to sleep now without motivation﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,15,77,4.2,0,2,,,,,0.5,0.625,positive
8737,Mufaddal Rangwala,Ugym53GFdefveoZzrXh4AaABAg,Hogwash. Survivor bias rehroric.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,33,7.5,0,0,,,,,0,0,neutral
8738,Mahesh Hegde,Ugxzlr9LAv90u71XtkR4AaABAg,Great video! The world requires more videos like this.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,55,5.222222222,0,0,,,,,0.75,0.625,positive
8739,kiran sharma,Ugyxp777wfpdPSFgZuZ4AaABAg,this make me a new version of me﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,8,33,3.25,0,0,,,,,0.1363636364,0.4545454545,positive
8740,NonStopFilmer,UgzxA4d7zeBpDo4ypjx4AaABAg,Does money equals success?﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,27,6,0,0,,,,,0,0,neutral
8741,Shafaq Jangir,Ugy-1FdJ7YPR8HbNiVJ4AaABAg,incredibly influenced me man!﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,30,6.75,0,0,,,,,0.9,0.9,positive
8742,Rupam Mandal,UgzyeT8KaH3tZbI328h4AaABAg,I promise today. I will work hard to make my dreams come true.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,13,63,3.923076923,0,2,,,,,-0.2916666667,0.5416666667,negative
8743,Giacc Thuc,Ugx3-Hl69srcB8PwMdF4AaABAg,Great video. Thank you very much!!!﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,6,36,5.166666667,0,0,,,,,0.5,0.525,positive
8744,Shubham Agarwal,UgwWgXFLIS4uK7kPR8p4AaABAg,superb it is too much inspirational it make me feel totaly energetic﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,12,69,4.833333333,0,0,,,,,0.75,1,positive
8745,First Last,UgzJtUro4Uc5NNuZMJl4AaABAg,"This is so untrue. Spending your life learning through books will not make you successful. Spending your life with something that makes you happy can teach you, life can teach you on its own. Books gives you money, life gives you experience, unless the books that you are reading is not about acads.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,53,300,4.679245283,0,0,,,,,0.7166666667,0.9833333333,positive
8746,Inés E,UgwSBNpxgaEouQn6Hm14AaABAg,THAT WAS SO STRESSFUL﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,22,4.75,0,4,,,,,0,0,neutral
8747,Julieta María Giménez P,UgzOhLfYUyq6U3L__tR4AaABAg,best video ever!!!💫💫💫💫💫❤﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,3,25,7.666666667,0,0,,,,💫💫💫💫💫❤,1,0.3,positive
8748,Fact Hindi,Ugy2aXNZI0fAfTLG8jt4AaABAg,black people motivating others. but we can see big businessman are white﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,12,73,5.166666667,0,0,,,,,-0.08333333333,0.2666666667,negative
8749,Abdul Ahad,UgwiQufWgruCjusWZqh4AaABAg,Lifetime learners dont spend their time watching youtube videos😂😂😉﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,67,6.555555556,0,0,,,,😂😂😉,0,0,neutral
8750,x y,UgxBwdjl-z185WGwMxh4AaABAg,Woah I just woke up and this hit me hard﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,10,41,3.2,0,1,,,,,0,0,neutral
8751,lambdaFUZZ,UgxG9sOxwMJoGKEX6fF4AaABAg,So life is just how productive I am. This is depressing.﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,11,57,4.272727273,0,1,,,,,0,0,neutral
8752,Niyaf N.a,UgzdejCyLWtMSsUQQAt4AaABAg,Much needed video.thank you😊﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,29,6.5,0,0,,,,😊,0.2,0.2,positive
8753,Hundred Beast Kaido,UgyI6TBlbBEwv6ehRlx4AaABAg,"Work smart, not hard.﻿",1 year ago,howtoimproveyourself,lkDBImBAmN0,4,22,4.75,0,0,,,,,0.2142857143,0.6428571429,positive
8754,Sih Murweni,Ugyz8dQlfOB6FI4AB4Z4AaABAg,they use time right? n not watch youtube﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,8,41,4.25,0,0,,,,,0.2857142857,0.5357142857,positive
8755,Cur Leii,UgwJewRcvJT0MMYuAqN4AaABAg,YES! GET ME IN CHECK!﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,5,22,3.6,0,5,,,,,0,0,neutral
8756,Jay Gryffindor,UgxdWWc_ke6nefncmQt4AaABAg,*Reading books 3 times a week. Still have no money﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,10,51,4.2,1,0,,,,,0,0,neutral
8757,Aryan Sharma,Ugzn7XhEFqmj7FA3mgh4AaABAg,clear the voice please😂﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,24,5.25,0,0,,,,😂,0.1,0.3833333333,positive
8758,thar parkar,UgxgWOJOtzc0XMeSEPp4AaABAg,Loved it good video﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,4,20,4.25,0,0,,,,,0.7,0.7,positive
8759,ben Garrido,UgxbdxhOmdgI8iIFdnR4AaABAg,How much time did u spend making this video?﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,9,45,4.111111111,0,0,,,,,0.2,0.2,positive
8760,Islam V/S Liberalism,UgwFL5Iwy3TTXBgJKdx4AaABAg,One day die... Tell me benefit....???? Nothing is permanent here so fuck huhhhh ..I hate.... Only love to people's﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,19,115,5.105263158,0,1,,,,,-0.175,0.775,negative
8761,code core,UgydhjTIdAjuI0sb9qt4AaABAg,stop giving pressure to yourself it's good when you use it wisely but it's not a must﻿,1 year ago (edited),howtoimproveyourself,lkDBImBAmN0,17,86,4.117647059,0,0,,,,,0.7,0.75,positive
8762,do a backflip,Ugx8kzGGIuI5YlJwREB4AaABAg,U can learn more from playin games than reading books﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,10,54,4.5,0,1,,,,,0.5,0.5,positive
8763,soft heart,UgybaT_Mbgo_EN4tLnJ4AaABAg,Thanks u sir u are really doing a great job thank you for inspiring and motivating us﻿,1 year ago,howtoimproveyourself,lkDBImBAmN0,17,86,4.117647059,0,0,,,,,0.425,0.5375,positive
